opportunity_id,product_ids,sales_rep_name,client_location_id,new_flag,created_date,update_date,projected_close_date,sales_stage_history,comments,renewal_flag,opportunity_amount
5107,"[1, 2]",sales_rep_51,6,Y,2022-11-01,2022-11-30,2022-11-30,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,256858
5108,[3],sales_rep_81,6,N,2021-05-17,2022-03-24,2022-11-13,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,19
5109,"[1, 4]",sales_rep_35,7,Y,2022-03-28,2022-08-18,2022-10-09,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,8120
5110,[3],sales_rep_61,8,N,2022-04-15,2022-07-24,2022-11-24,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,10760
5111,"[3, 2, 4]",sales_rep_13,9,Y,2022-10-23,2022-11-24,2022-11-30,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,6877731
5112,"[1, 3]",sales_rep_5,7,Y,2021-09-20,2021-11-26,2022-02-18,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,5390232
5113,"[3, 1, 2]",sales_rep_5,7,Y,2021-05-19,2022-05-09,2022-11-11,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
5114,"[1, 4]",sales_rep_7,4,Y,2021-06-02,2021-11-10,2022-05-29,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,1
5115,"[3, 1, 2]",sales_rep_25,9,N,2021-08-14,2021-11-04,2022-10-27,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,439
5116,"[1, 3, 4, 2]",sales_rep_12,1,Y,2021-10-04,2022-01-04,2022-10-13,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,66
5117,"[2, 3, 1]",sales_rep_44,7,Y,2021-12-30,2022-02-04,2022-06-05,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,78843
5118,"[1, 4, 3, 2]",sales_rep_10,2,Y,2022-06-26,2022-10-22,2022-11-28,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,0
5119,"[1, 4]",sales_rep_6,3,N,2021-01-02,2021-02-04,2021-04-05,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,160796
5120,"[4, 2, 1]",sales_rep_11,5,N,2022-03-05,2022-07-18,2022-07-22,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,10436
5121,[4],sales_rep_41,4,N,2022-05-29,2022-07-20,2022-11-20,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,9875409
5122,"[4, 3, 1, 2]",sales_rep_5,8,N,2021-12-05,2022-04-18,2022-07-23,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,6
5123,[3],sales_rep_51,8,N,2022-09-10,2022-10-30,2022-11-12,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,47682
5124,"[2, 1, 4, 3]",sales_rep_25,7,Y,2022-01-19,2022-04-29,2022-08-23,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,484620
5125,"[1, 4, 3]",sales_rep_63,4,N,2021-12-07,2022-02-27,2022-08-11,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,143
5126,"[4, 3]",sales_rep_92,5,N,2022-03-26,2022-10-27,2022-11-22,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,35085
5127,"[1, 4, 2]",sales_rep_15,2,N,2021-08-31,2022-01-06,2022-03-21,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,701312
5128,"[2, 3, 4]",sales_rep_41,4,N,2021-02-07,2022-08-29,2022-09-22,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,6520241
5129,"[1, 4, 2]",sales_rep_58,7,N,2021-09-09,2022-02-22,2022-04-23,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,58514
5130,"[3, 4, 1]",sales_rep_10,2,Y,2022-06-19,2022-09-28,2022-10-06,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,5195
5131,[1],sales_rep_4,3,N,2022-06-25,2022-10-08,2022-10-15,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,1497746
5132,"[2, 1]",sales_rep_44,4,Y,2022-04-15,2022-10-14,2022-11-18,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
5133,"[2, 1, 4]",sales_rep_56,5,N,2022-11-19,2022-11-30,2022-11-30,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,2627511
5134,"[2, 1, 4, 3]",sales_rep_16,4,N,2022-04-26,2022-06-03,2022-10-23,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
5135,[3],sales_rep_45,2,N,2022-07-03,2022-10-20,2022-11-17,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,818228
5136,"[1, 2, 3]",sales_rep_34,2,N,2022-01-23,2022-05-30,2022-09-29,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,7296
5137,"[4, 1]",sales_rep_87,3,N,2021-04-19,2021-07-14,2022-03-10,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,946
5138,"[2, 3]",sales_rep_50,5,N,2022-05-06,2022-11-16,2022-11-23,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,384289
5139,[2],sales_rep_82,5,N,2021-11-02,2022-11-21,2022-11-29,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,29
5140,"[1, 2, 3]",sales_rep_18,4,Y,2021-08-09,2022-10-30,2022-11-03,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/won']","['', 'difficult deal', '', '', '']",False,928346
5141,"[4, 2, 1, 3]",sales_rep_45,4,N,2021-06-05,2021-09-27,2022-03-05,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,2578761
5142,"[2, 4]",sales_rep_32,9,N,2022-02-16,2022-05-18,2022-06-28,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,61495
5143,"[2, 3, 1]",sales_rep_61,9,N,2021-03-12,2021-06-20,2021-09-06,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,978243
5144,"[2, 4, 1]",sales_rep_64,8,Y,2021-04-05,2022-10-11,2022-11-25,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,0
5145,"[1, 4, 3, 2]",sales_rep_61,6,N,2021-12-17,2022-09-07,2022-10-26,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,241893
5146,"[1, 4]",sales_rep_15,3,N,2022-09-30,2022-11-06,2022-11-28,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,0
5147,"[4, 1]",sales_rep_51,9,N,2021-08-08,2022-02-04,2022-03-09,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,40153
5148,"[3, 1, 2]",sales_rep_64,9,N,2022-10-07,2022-10-24,2022-11-10,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,5132060
5149,"[1, 2, 4]",sales_rep_3,9,Y,2021-01-20,2022-05-31,2022-11-18,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,9518082
5150,[3],sales_rep_28,1,Y,2021-04-06,2022-05-10,2022-08-23,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,122438
5151,"[3, 1, 4]",sales_rep_58,6,N,2021-01-27,2022-06-19,2022-09-01,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,11
5152,"[2, 4, 1, 3]",sales_rep_43,5,Y,2021-04-22,2022-07-23,2022-11-12,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,7201557
5153,[3],sales_rep_73,9,N,2022-08-14,2022-09-23,2022-11-28,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,2108294
5154,"[4, 3]",sales_rep_74,5,N,2021-02-16,2022-11-08,2022-11-22,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,79
5155,[2],sales_rep_35,1,N,2021-05-06,2021-08-02,2022-04-29,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
5156,"[3, 1]",sales_rep_57,4,N,2021-05-04,2021-11-16,2022-05-29,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,166
5157,"[2, 3]",sales_rep_12,2,N,2021-04-07,2021-12-11,2022-11-04,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,2405183
5158,"[3, 4, 2, 1]",sales_rep_69,5,N,2022-02-08,2022-09-02,2022-11-05,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,8849
5159,"[3, 1, 2, 4]",sales_rep_58,6,Y,2022-05-28,2022-10-04,2022-11-14,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,6176062
5160,"[3, 4, 2]",sales_rep_39,9,Y,2021-09-24,2022-06-02,2022-09-29,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,589
5161,"[1, 2, 4, 3]",sales_rep_10,6,N,2021-07-20,2021-08-23,2021-08-29,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,1087843
5162,"[1, 2, 3, 4]",sales_rep_38,1,N,2021-02-01,2022-02-05,2022-06-22,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,3546
5163,"[1, 4, 2, 3]",sales_rep_6,9,Y,2022-03-08,2022-06-09,2022-06-25,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,0
5164,[1],sales_rep_7,6,Y,2022-10-21,2022-11-30,2022-11-30,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,9724
5165,"[2, 3, 1, 4]",sales_rep_15,3,Y,2021-09-01,2021-11-16,2022-05-17,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,632
5166,[3],sales_rep_14,2,Y,2021-03-12,2022-01-09,2022-07-23,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,5745
5167,"[3, 1]",sales_rep_74,8,N,2022-09-10,2022-10-23,2022-11-12,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,556355
5168,"[1, 2]",sales_rep_8,4,N,2021-05-06,2021-06-20,2022-09-21,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,370
5169,"[3, 4, 1]",sales_rep_18,5,N,2021-09-30,2022-09-03,2022-11-15,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,38
5170,"[3, 2, 1]",sales_rep_84,5,N,2022-08-14,2022-10-16,2022-10-30,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,163328
5171,"[3, 1, 2]",sales_rep_73,5,Y,2021-09-30,2022-10-30,2022-11-14,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,4
5172,"[3, 1, 4, 2]",sales_rep_56,6,N,2021-08-15,2022-05-30,2022-09-18,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,78467
5173,"[1, 4]",sales_rep_8,1,N,2022-06-17,2022-08-01,2022-11-24,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,0
5174,"[3, 4, 1]",sales_rep_50,4,Y,2022-10-01,2022-11-24,2022-11-24,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,41263
5175,"[3, 1, 2, 4]",sales_rep_19,8,N,2021-01-26,2022-05-05,2022-09-06,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,0
5176,"[3, 4, 2]",sales_rep_23,4,N,2021-03-26,2022-07-18,2022-07-28,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,371
5177,[4],sales_rep_94,9,N,2022-02-16,2022-10-15,2022-10-17,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,1353
5178,[1],sales_rep_61,4,Y,2022-09-15,2022-10-22,2022-10-23,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,114
5179,"[3, 4, 2, 1]",sales_rep_27,7,N,2021-03-30,2021-05-17,2021-11-12,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,3314049
5180,"[1, 3, 2]",sales_rep_12,8,N,2021-09-04,2022-08-12,2022-10-01,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,32
5181,[1],sales_rep_94,6,N,2022-07-14,2022-11-16,2022-11-16,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,9106591
5182,"[4, 3, 1, 2]",sales_rep_26,2,N,2021-01-18,2021-06-12,2022-02-07,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,9577049
5183,"[2, 3, 4]",sales_rep_76,8,N,2021-06-27,2022-11-24,2022-11-26,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
5184,"[3, 1, 2]",sales_rep_24,2,Y,2021-11-21,2022-06-21,2022-07-10,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,3117
5185,"[4, 2, 1, 3]",sales_rep_27,4,N,2022-11-16,2022-11-28,2022-11-29,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,263834
5186,[4],sales_rep_36,2,N,2021-02-20,2021-09-06,2021-09-10,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
5187,[4],sales_rep_93,2,N,2022-08-18,2022-10-09,2022-10-15,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,2242667
5188,"[2, 3, 4]",sales_rep_45,2,Y,2022-03-31,2022-10-08,2022-10-25,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,882457
5189,[4],sales_rep_30,8,N,2021-10-12,2022-07-10,2022-08-02,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,0
5190,[1],sales_rep_25,1,N,2022-01-23,2022-07-02,2022-09-10,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,908815
5191,"[4, 2]",sales_rep_78,5,N,2022-10-22,2022-10-29,2022-11-14,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,0
5192,[3],sales_rep_41,2,N,2022-10-05,2022-10-11,2022-11-26,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
5193,"[2, 3]",sales_rep_1,9,N,2022-06-17,2022-11-17,2022-11-20,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,1678
5194,"[3, 2]",sales_rep_30,8,N,2021-11-02,2022-02-16,2022-07-29,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,0
5195,"[4, 3]",sales_rep_63,2,N,2021-01-02,2022-03-02,2022-07-12,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,5580553
5196,"[4, 3]",sales_rep_59,2,N,2021-12-30,2022-11-05,2022-11-21,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,10574
5197,"[1, 3, 2, 4]",sales_rep_80,6,N,2022-10-31,2022-11-06,2022-11-06,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,1
5198,"[3, 4, 1]",sales_rep_56,7,Y,2021-05-05,2022-09-13,2022-09-30,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,159
5199,"[1, 4, 3, 2]",sales_rep_85,8,N,2021-06-18,2022-09-03,2022-11-25,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,0
5200,"[2, 3, 4]",sales_rep_33,5,Y,2022-03-04,2022-03-16,2022-09-21,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,216
5201,"[3, 1, 2]",sales_rep_15,5,Y,2021-11-07,2022-03-10,2022-06-10,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,8
5202,"[4, 3, 1]",sales_rep_30,6,N,2021-04-20,2021-05-20,2021-08-03,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,12
5203,"[4, 3, 2]",sales_rep_38,8,N,2021-04-04,2021-10-31,2022-07-11,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,800630
5204,"[2, 3, 1, 4]",sales_rep_2,5,Y,2022-01-19,2022-10-14,2022-10-23,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,37
5205,"[2, 3, 4, 1]",sales_rep_1,6,Y,2022-01-31,2022-06-07,2022-08-09,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,47160
5206,"[2, 1, 3, 4]",sales_rep_78,5,N,2021-05-03,2022-03-23,2022-05-14,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,18894
5207,"[4, 2]",sales_rep_12,4,Y,2021-06-22,2022-03-07,2022-11-07,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,0
5208,"[4, 3]",sales_rep_6,6,Y,2021-06-19,2022-06-17,2022-09-10,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/won']","['', 'difficult deal', '', '', '']",False,319165
5209,[3],sales_rep_18,8,N,2022-01-02,2022-07-28,2022-08-09,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,14
5210,"[2, 4]",sales_rep_42,3,N,2021-07-25,2021-11-23,2022-03-22,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,2334
5211,[2],sales_rep_97,3,N,2022-05-13,2022-07-24,2022-10-21,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,1
5212,[4],sales_rep_99,5,Y,2021-11-11,2022-01-09,2022-05-04,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,14475
5213,"[2, 4]",sales_rep_79,3,N,2021-06-03,2022-01-09,2022-06-30,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,8357023
5214,"[4, 2]",sales_rep_67,1,N,2021-10-16,2022-03-24,2022-11-18,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,1800213
5215,"[3, 1]",sales_rep_64,3,N,2022-11-19,2022-11-21,2022-11-22,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,426303
5216,"[3, 1, 2]",sales_rep_7,6,Y,2022-09-14,2022-09-27,2022-11-01,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,0
5217,"[1, 2, 3]",sales_rep_14,1,N,2022-02-01,2022-11-27,2022-11-28,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,5499853
5218,"[4, 2]",sales_rep_91,9,N,2021-07-16,2022-02-14,2022-10-19,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,5368
5219,"[2, 1]",sales_rep_47,9,N,2021-02-20,2021-08-23,2021-12-15,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,135
5220,[1],sales_rep_11,3,N,2021-07-02,2022-11-12,2022-11-23,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,44958
5221,"[1, 2]",sales_rep_56,4,Y,2022-11-25,2022-11-28,2022-11-30,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,92951
5222,[1],sales_rep_76,8,Y,2021-06-25,2021-11-03,2022-01-30,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,6
5223,"[1, 2]",sales_rep_43,8,N,2022-08-01,2022-09-05,2022-11-05,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,1348256
5224,"[2, 1, 3, 4]",sales_rep_45,5,Y,2022-08-14,2022-10-05,2022-10-29,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/won']","['', 'difficult deal', '', '', '']",True,1138
5225,"[2, 4, 1]",sales_rep_78,8,Y,2021-09-18,2022-08-24,2022-09-11,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,112
5226,[1],sales_rep_93,1,N,2022-09-01,2022-11-14,2022-11-29,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,9051710
5227,[2],sales_rep_93,9,N,2022-08-25,2022-09-14,2022-10-31,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,67085
5228,"[2, 1, 4]",sales_rep_48,3,N,2021-12-04,2022-10-29,2022-11-14,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,7730581
5229,"[3, 2, 1, 4]",sales_rep_46,8,Y,2022-06-19,2022-08-12,2022-10-10,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
5230,[2],sales_rep_8,4,N,2022-07-28,2022-09-24,2022-11-05,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,5546142
5231,"[3, 4]",sales_rep_72,6,N,2021-11-22,2022-08-27,2022-10-24,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
5232,"[3, 4, 2]",sales_rep_85,2,N,2022-03-15,2022-03-27,2022-11-06,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,51
5233,"[4, 2]",sales_rep_85,9,N,2022-03-12,2022-04-04,2022-09-20,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,0
5234,[2],sales_rep_11,2,Y,2021-03-05,2022-01-15,2022-07-29,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,1584
5235,"[1, 3]",sales_rep_79,5,N,2022-03-17,2022-07-15,2022-10-09,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,434331
5236,"[1, 3]",sales_rep_26,3,N,2022-07-12,2022-08-29,2022-11-24,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,1704998
5237,"[2, 3, 4, 1]",sales_rep_36,1,N,2021-04-14,2021-11-11,2022-09-13,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,1337
5238,"[2, 3, 1]",sales_rep_27,6,Y,2021-11-13,2022-06-25,2022-11-16,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,0
5239,"[3, 1]",sales_rep_83,4,N,2021-04-24,2021-11-11,2022-01-26,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
5240,"[4, 2, 3]",sales_rep_8,5,Y,2022-04-01,2022-05-22,2022-09-13,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,12611
5241,"[2, 3, 1, 4]",sales_rep_98,6,N,2021-01-02,2021-03-30,2022-10-25,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,225
5242,"[1, 4, 3]",sales_rep_32,4,Y,2021-04-13,2022-01-07,2022-09-22,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,283468
5243,"[2, 1, 3]",sales_rep_98,4,N,2021-09-22,2021-10-16,2022-07-20,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,30034
5244,"[1, 3, 2, 4]",sales_rep_89,6,Y,2021-11-17,2022-11-21,2022-11-24,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,-9999
5245,"[4, 3, 1]",sales_rep_37,8,Y,2022-11-03,2022-11-20,2022-11-26,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,0
5246,"[4, 1, 3, 2]",sales_rep_36,2,Y,2022-08-03,2022-10-21,2022-11-15,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,518
5247,"[2, 1]",sales_rep_8,1,N,2022-09-02,2022-10-05,2022-11-27,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,7
5248,"[2, 4]",sales_rep_83,2,N,2021-04-10,2021-10-16,2022-02-01,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,9613845
5249,"[3, 4, 1, 2]",sales_rep_51,6,N,2021-02-20,2021-09-15,2022-05-19,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,183434
5250,"[3, 2, 4, 1]",sales_rep_58,1,Y,2021-11-15,2022-01-10,2022-09-22,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,0
5251,"[2, 1]",sales_rep_1,8,Y,2022-03-28,2022-07-19,2022-11-22,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/won']","['', 'difficult deal', '', '', '']",False,0
5252,"[2, 4, 1, 3]",sales_rep_93,7,N,2022-05-04,2022-10-29,2022-11-24,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,7687
5253,"[2, 1]",sales_rep_60,7,N,2022-11-29,2022-11-29,2022-11-30,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,49846
5254,"[2, 3, 1, 4]",sales_rep_87,3,Y,2021-03-25,2021-11-29,2022-07-29,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,2249225
5255,"[4, 3]",sales_rep_64,6,N,2022-06-04,2022-08-15,2022-09-21,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,7010
5256,"[1, 3, 4]",sales_rep_15,1,N,2021-02-22,2021-04-29,2021-11-30,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,1059
5257,"[2, 4, 3]",sales_rep_86,3,N,2022-06-10,2022-09-14,2022-09-27,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,38584
5258,"[3, 2]",sales_rep_95,5,N,2021-06-20,2022-08-18,2022-08-29,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,1292
5259,"[2, 3]",sales_rep_10,3,N,2022-02-26,2022-03-21,2022-07-23,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,1628052
5260,"[2, 1, 4]",sales_rep_16,7,Y,2022-09-13,2022-09-23,2022-10-11,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,74187
5261,"[4, 3, 1]",sales_rep_8,9,N,2021-09-02,2022-07-17,2022-08-21,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,6895585
5262,"[3, 2]",sales_rep_55,4,N,2021-02-18,2021-12-22,2022-08-25,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,0
5263,"[2, 3]",sales_rep_56,6,Y,2022-01-31,2022-03-03,2022-10-18,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,36324
5264,"[2, 4]",sales_rep_94,4,N,2021-07-06,2022-05-27,2022-06-09,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
5265,"[1, 2]",sales_rep_85,3,N,2022-06-24,2022-10-05,2022-11-24,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,7176502
5266,[3],sales_rep_84,7,N,2021-06-30,2022-03-01,2022-08-18,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,563899
5267,"[1, 2, 4]",sales_rep_33,4,Y,2022-10-02,2022-10-06,2022-11-01,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,8106501
5268,"[3, 2]",sales_rep_100,9,N,2021-01-11,2022-06-21,2022-11-04,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,950707
5269,[1],sales_rep_31,2,Y,2022-01-23,2022-03-24,2022-06-15,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,2026
5270,"[3, 1, 4]",sales_rep_99,4,N,2021-06-06,2021-10-06,2022-06-10,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,-9999
5271,[2],sales_rep_3,9,N,2021-01-05,2022-04-12,2022-08-20,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,449294
5272,"[3, 1]",sales_rep_84,6,N,2022-09-27,2022-10-04,2022-10-23,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,7982
5273,"[1, 2]",sales_rep_93,6,N,2022-09-02,2022-11-02,2022-11-15,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,70
5274,"[1, 4, 3]",sales_rep_75,1,Y,2022-06-28,2022-09-30,2022-11-28,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,4698111
5275,"[2, 3, 4]",sales_rep_39,8,N,2022-06-17,2022-08-26,2022-11-15,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",True,47525
5276,[2],sales_rep_79,7,N,2021-03-20,2022-09-03,2022-10-07,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,4
5277,"[4, 2, 3, 1]",sales_rep_82,2,Y,2021-11-27,2022-07-31,2022-09-20,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,5759227
5278,"[4, 1]",sales_rep_99,2,Y,2021-01-31,2022-07-23,2022-09-30,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,5598392
